city_mpg,class,combination_mpg,cylinders,displacement,drive,fuel_type,highway_mpg,make,model,transmission,year
13,standard sport utility vehicle,15,8.0,5.7,4wd,gas,18,toyota,land cruiser wagon 4wd,a,2013
20,small sport utility vehicle,23,4.0,2.7,fwd,gas,26,toyota,venza,a,2013
19,small sport utility vehicle,21,6.0,3.5,fwd,gas,26,toyota,venza,a,2013
20,small sport utility vehicle,22,4.0,2.7,awd,gas,26,toyota,venza awd,a,2013
18,small sport utility vehicle,21,6.0,3.5,awd,gas,25,toyota,venza awd,a,2013
26,compact car,29,4.0,1.8,fwd,gas,33,toyota,corolla,a,2013
27,compact car,29,4.0,1.8,fwd,gas,33,toyota,corolla,m,2013
25,small station wagon,27,4.0,1.8,fwd,gas,31,toyota,matrix,a,2013
26,small station wagon,29,4.0,1.8,fwd,gas,32,toyota,matrix,m,2013
20,small station wagon,22,4.0,2.4,awd,gas,26,toyota,matrix,a,2013
21,small station wagon,24,4.0,2.4,fwd,gas,28,toyota,matrix,m,2013
21,small station wagon,24,4.0,2.4,fwd,gas,28,toyota,matrix,a,2013
17,small pickup truck,19,6.0,4.0,rwd,gas,21,toyota,tacoma 2wd,a,2013
16,small pickup truck,18,6.0,4.0,rwd,gas,21,toyota,tacoma 2wd,m,2013
19,small pickup truck,21,4.0,2.7,rwd,gas,24,toyota,tacoma 2wd,a,2013
21,small pickup truck,23,4.0,2.7,rwd,gas,25,toyota,tacoma 2wd,m,2013
16,small pickup truck,18,6.0,4.0,4wd,gas,21,toyota,tacoma 4wd,a,2013
16,small pickup truck,17,6.0,4.0,4wd,gas,19,toyota,tacoma 4wd,m,2013
18,small pickup truck,19,4.0,2.7,4wd,gas,21,toyota,tacoma 4wd,a,2013
18,small pickup truck,19,4.0,2.7,4wd,gas,21,toyota,tacoma 4wd,m,2013
19,minivan,21,4.0,2.7,fwd,gas,24,toyota,sienna 2wd,a,2013
18,minivan,21,6.0,3.5,fwd,gas,25,toyota,sienna 2wd,a,2013
16,minivan,19,6.0,3.5,awd,gas,23,toyota,sienna awd,a,2013
16,standard pickup truck,17,6.0,4.0,rwd,gas,20,toyota,tundra 2wd,a,2013
15,standard pickup truck,17,8.0,4.6,rwd,gas,20,toyota,tundra 2wd,a,2013
13,standard pickup truck,15,8.0,5.7,rwd,gas,18,toyota,tundra 2wd,a,2013
14,standard pickup truck,16,8.0,4.6,4wd,gas,19,toyota,tundra 4wd,a,2013
13,standard pickup truck,15,8.0,5.7,4wd,gas,17,toyota,tundra 4wd,a,2013
13,standard pickup truck,15,8.0,5.7,4wd,gas,18,toyota,tundra 4wd ffv,a,2013
20,small sport utility vehicle,22,4.0,2.7,fwd,gas,25,toyota,highlander 2wd,a,2013
18,small sport utility vehicle,20,6.0,3.5,fwd,gas,24,toyota,highlander 2wd,a,2013
16,small sport utility vehicle,18,6.0,4.0,rwd,gas,20,toyota,fj cruiser 2wd,a,2013
17,small sport utility vehicle,19,6.0,3.5,awd,gas,22,toyota,highlander 4wd,a,2013
17,small sport utility vehicle,18,6.0,4.0,4wd,gas,20,toyota,fj cruiser 4wd,a,2013
15,small sport utility vehicle,16,6.0,4.0,awd,gas,18,toyota,fj cruiser 4wd,m,2013
17,standard sport utility vehicle,19,6.0,4.0,rwd,gas,22,toyota,4runner 2wd,a,2013
13,standard sport utility vehicle,15,8.0,5.7,rwd,gas,18,toyota,sequoia 2wd,a,2013
28,standard sport utility vehicle,28,6.0,3.5,awd,gas,28,toyota,highlander hybrid 4wd,a,2013
17,standard sport utility vehicle,18,6.0,4.0,awd,gas,21,toyota,4runner 4wd,a,2013
17,standard sport utility vehicle,18,6.0,4.0,4wd,gas,21,toyota,4runner 4wd,a,2013
13,standard sport utility vehicle,14,8.0,5.7,4wd,gas,17,toyota,sequoia 4wd,a,2013
13,standard sport utility vehicle,15,8.0,5.7,4wd,gas,17,toyota,sequoia 4wd ffv,a,2013
30,compact car,32,4.0,1.5,fwd,gas,35,toyota,yaris,a,2013
30,compact car,33,4.0,1.5,fwd,gas,36,toyota,yaris,m,2013
53,compact car,50,4.0,1.5,fwd,gas,46,toyota,prius c,a,2013
49,midsize car,48,4.0,1.8,fwd,gas,46,toyota,prius,a,2013
43,midsize station wagon,41,4.0,1.8,fwd,gas,39,toyota,prius v,a,2013
51,midsize car,50,4.0,1.8,fwd,gas,49,toyota,prius plug-in hybrid,a,2013
21,midsize car,24,6.0,3.5,fwd,gas,30,toyota,avalon,a,2013
25,midsize car,28,4.0,2.5,fwd,gas,34,toyota,camry,a,2013
30,compact car,33,4.0,1.5,fwd,gas,36,toyota,yaris,m,2014
30,compact car,32,4.0,1.5,fwd,gas,35,toyota,yaris,a,2014
13,standard sport utility vehicle,15,8.0,5.7,rwd,gas,18,toyota,sequoia 2wd,a,2014
13,standard sport utility vehicle,15,8.0,5.7,4wd,gas,17,toyota,sequoia 4wd ffv,a,2014
13,standard sport utility vehicle,14,8.0,5.7,4wd,gas,17,toyota,sequoia 4wd,a,2014
16,standard pickup truck,17,6.0,4.0,rwd,gas,20,toyota,tundra 2wd,a,2014
15,standard pickup truck,17,8.0,4.6,rwd,gas,19,toyota,tundra 2wd,a,2014
13,standard pickup truck,15,8.0,5.7,rwd,gas,18,toyota,tundra 2wd,a,2014
14,standard pickup truck,16,8.0,4.6,4wd,gas,18,toyota,tundra 4wd,a,2014
13,standard pickup truck,15,8.0,5.7,4wd,gas,17,toyota,tundra 4wd,a,2014
13,standard pickup truck,15,8.0,5.7,4wd,gas,18,toyota,tundra 4wd ffv,a,2014
20,small sport utility vehicle,23,4.0,2.7,fwd,gas,26,toyota,venza,a,2014
19,small sport utility vehicle,21,6.0,3.5,fwd,gas,26,toyota,venza,a,2014
20,small sport utility vehicle,22,4.0,2.7,awd,gas,26,toyota,venza 4wd,a,2014
18,small sport utility vehicle,21,6.0,3.5,awd,gas,25,toyota,venza 4wd,a,2014
25,midsize car,28,4.0,2.5,fwd,gas,34,toyota,camry,a,2014
42,midsize car,40,4.0,2.5,fwd,gas,38,toyota,camry hybrid le,a,2014
40,midsize car,39,4.0,2.5,fwd,gas,37,toyota,camry hybrid xle/se,a,2014
21,midsize car,25,6.0,3.5,fwd,gas,30,toyota,camry,a,2014
43,midsize station wagon,41,4.0,1.8,fwd,gas,39,toyota,prius v,a,2014
16,small sport utility vehicle,18,6.0,4.0,rwd,gas,20,toyota,fj cruiser 2wd,a,2014
17,small sport utility vehicle,18,6.0,4.0,4wd,gas,20,toyota,fj cruiser 4wd,a,2014
15,small sport utility vehicle,16,6.0,4.0,awd,gas,18,toyota,fj cruiser 4wd,m,2014
13,standard sport utility vehicle,15,8.0,5.7,4wd,gas,18,toyota,land cruiser wagon 4wd,a,2014
18,minivan,21,6.0,3.5,fwd,gas,25,toyota,sienna 2wd,a,2014
16,minivan,19,6.0,3.5,awd,gas,23,toyota,sienna awd,a,2014
27,midsize car,30,4.0,1.8,fwd,gas,35,toyota,corolla,a,2014
29,midsize car,32,4.0,1.8,fwd,gas,37,toyota,corolla,a,2014
29,midsize car,32,4.0,1.8,fwd,gas,36,toyota,corolla,a,2014
28,midsize car,31,4.0,1.8,fwd,gas,36,toyota,corolla,m,2014
30,midsize car,34,4.0,1.8,fwd,gas,40,toyota,corolla le eco,a,2014
30,midsize car,33,4.0,1.8,fwd,gas,38,toyota,corolla le eco,a,2014
19,small pickup truck,21,4.0,2.7,rwd,gas,24,toyota,tacoma 2wd,a,2014
21,small pickup truck,22,4.0,2.7,rwd,gas,25,toyota,tacoma 2wd,m,2014
17,small pickup truck,19,6.0,4.0,rwd,gas,21,toyota,tacoma 2wd,a,2014
16,small pickup truck,18,6.0,4.0,rwd,gas,21,toyota,tacoma 2wd,m,2014
18,small pickup truck,19,4.0,2.7,4wd,gas,21,toyota,tacoma 4wd,a,2014
18,small pickup truck,19,4.0,2.7,4wd,gas,21,toyota,tacoma 4wd,m,2014
16,small pickup truck,18,6.0,4.0,4wd,gas,21,toyota,tacoma 4wd,a,2014
16,small pickup truck,17,6.0,4.0,4wd,gas,19,toyota,tacoma 4wd,m,2014
78,small sport utility vehicle,76,,,fwd,electricity,74,toyota,rav4 ev,a,2014
17,standard sport utility vehicle,19,6.0,4.0,rwd,gas,22,toyota,4runner 2wd,a,2014
17,standard sport utility vehicle,18,6.0,4.0,4wd,gas,21,toyota,4runner 4wd,a,2014
17,standard sport utility vehicle,18,6.0,4.0,awd,gas,21,toyota,4runner 4wd,a,2014
40,midsize car,40,4.0,2.5,fwd,gas,39,toyota,avalon hybrid,a,2014
21,midsize car,25,6.0,3.5,fwd,gas,30,toyota,avalon,a,2014
21,midsize car,24,6.0,3.5,fwd,gas,30,toyota,avalon,a,2014
49,midsize car,48,4.0,1.8,fwd,gas,46,toyota,prius,a,2014
51,midsize car,50,4.0,1.8,fwd,gas,49,toyota,prius plug-in hybrid,a,2014
20,small sport utility vehicle,22,4.0,2.7,fwd,gas,25,toyota,highlander 2wd,a,2014
30,compact car,32,4.0,1.5,fwd,gas,35,toyota,yaris,a,2015
30,compact car,33,4.0,1.5,fwd,gas,36,toyota,yaris,m,2015
16,small pickup truck,18,6.0,4.0,rwd,gas,21,toyota,tacoma 2wd,m,2015
21,small pickup truck,22,4.0,2.7,rwd,gas,25,toyota,tacoma 2wd,m,2015
17,small pickup truck,19,6.0,4.0,rwd,gas,21,toyota,tacoma 2wd,a,2015
19,small pickup truck,21,4.0,2.7,rwd,gas,24,toyota,tacoma 2wd,a,2015
15,small pickup truck,17,6.0,4.0,4wd,gas,19,toyota,tacoma 4wd,m,2015
18,small pickup truck,19,4.0,2.7,4wd,gas,20,toyota,tacoma 4wd,m,2015
16,small pickup truck,18,6.0,4.0,4wd,gas,21,toyota,tacoma 4wd,a,2015
18,small pickup truck,19,4.0,2.7,4wd,gas,21,toyota,tacoma 4wd,a,2015
29,midsize car,32,4.0,1.8,fwd,gas,37,toyota,corolla,a,2015
27,midsize car,30,4.0,1.8,fwd,gas,35,toyota,corolla,a,2015
28,midsize car,31,4.0,1.8,fwd,gas,36,toyota,corolla,m,2015
30,midsize car,34,4.0,1.8,fwd,gas,40,toyota,corolla le eco,a,2015
30,midsize car,33,4.0,1.8,fwd,gas,38,toyota,corolla le eco,a,2015
28,midsize car,31,4.0,1.8,fwd,gas,36,toyota,corolla,a,2015
20,small sport utility vehicle,23,4.0,2.7,fwd,gas,26,toyota,venza,a,2015
19,small sport utility vehicle,21,6.0,3.5,fwd,gas,26,toyota,venza,a,2015
20,small sport utility vehicle,22,4.0,2.7,fwd,gas,25,toyota,highlander 2wd,a,2015
19,small sport utility vehicle,21,6.0,3.5,fwd,gas,25,toyota,highlander 2wd,a,2015
20,small sport utility vehicle,22,4.0,2.7,awd,gas,26,toyota,venza 4wd,a,2015
18,small sport utility vehicle,21,6.0,3.5,awd,gas,25,toyota,venza 4wd,a,2015
18,standard sport utility vehicle,20,6.0,3.5,awd,gas,24,toyota,highlander awd,a,2015
27,standard sport utility vehicle,28,6.0,3.5,awd,gas,28,toyota,highlander hybrid awd,a,2015
28,standard sport utility vehicle,28,6.0,3.5,awd,gas,28,toyota,highlander hybrid awd le plus,a,2015
50,midsize car,48,4.0,1.8,fwd,gas,46,toyota,prius,a,2015
23,small sport utility vehicle,26,4.0,2.5,fwd,gas,30,toyota,rav4,a,2015
22,small sport utility vehicle,25,4.0,2.5,awd,gas,28,toyota,rav4 awd,a,2015
22,small sport utility vehicle,24,4.0,2.5,awd,gas,28,toyota,rav4 limited awd,a,2015
17,standard sport utility vehicle,19,6.0,4.0,rwd,gas,22,toyota,4runner 2wd,a,2015
17,standard sport utility vehicle,18,6.0,4.0,4wd,gas,21,toyota,4runner 4wd,a,2015
13,standard sport utility vehicle,15,8.0,5.7,4wd,gas,18,toyota,land cruiser wagon 4wd,a,2015
17,standard sport utility vehicle,18,6.0,4.0,awd,gas,21,toyota,4runner 4wd,a,2015
51,midsize car,50,4.0,1.8,fwd,gas,49,toyota,prius plug-in hybrid,a,2015
13,standard sport utility vehicle,15,8.0,5.7,rwd,gas,18,toyota,sequoia 2wd,a,2015
13,standard sport utility vehicle,15,8.0,5.7,4wd,gas,17,toyota,sequoia 4wd ffv,a,2015
13,standard sport utility vehicle,14,8.0,5.7,4wd,gas,17,toyota,sequoia 4wd,a,2015
15,standard pickup truck,17,8.0,4.6,rwd,gas,19,toyota,tundra 2wd,a,2015
13,standard pickup truck,15,8.0,5.7,rwd,gas,18,toyota,tundra 2wd,a,2015
14,standard pickup truck,16,8.0,4.6,4wd,gas,18,toyota,tundra 4wd,a,2015
13,standard pickup truck,15,8.0,5.7,4wd,gas,17,toyota,tundra 4wd ffv,a,2015
13,standard pickup truck,15,8.0,5.7,4wd,gas,17,toyota,tundra 4wd,a,2015
18,minivan,21,6.0,3.5,fwd,gas,25,toyota,sienna 2wd,a,2015
16,minivan,19,6.0,3.5,awd,gas,23,toyota,sienna awd,a,2015
25,midsize car,28,4.0,2.5,fwd,gas,34,toyota,camry,a,2015
21,midsize car,25,6.0,3.5,fwd,gas,30,toyota,camry,a,2015
42,midsize car,40,4.0,2.5,fwd,gas,38,toyota,camry hybrid le,a,2015
40,midsize car,39,4.0,2.5,fwd,gas,37,toyota,camry hybrid xle/se,a,2015
53,compact car,50,4.0,1.5,fwd,gas,46,toyota,prius c,a,2015
40,midsize car,40,4.0,2.5,fwd,gas,39,toyota,avalon hybrid,a,2015
30,compact car,32,4.0,1.5,fwd,gas,35,toyota,yaris,a,2016
30,compact car,33,4.0,1.5,fwd,gas,36,toyota,yaris,m,2016
25,midsize car,28,4.0,2.5,fwd,gas,34,toyota,camry,a,2016
42,midsize car,40,4.0,2.5,fwd,gas,38,toyota,camry hybrid le,a,2016
40,midsize car,39,4.0,2.5,fwd,gas,37,toyota,camry hybrid xle/se,a,2016
21,midsize car,25,6.0,3.5,fwd,gas,30,toyota,camry,a,2016
27,midsize car,30,4.0,1.8,fwd,gas,35,toyota,corolla,a,2016
28,midsize car,31,4.0,1.8,fwd,gas,36,toyota,corolla,a,2016
29,midsize car,32,4.0,1.8,fwd,gas,37,toyota,corolla,a,2016
28,midsize car,31,4.0,1.8,fwd,gas,36,toyota,corolla,m,2016
30,midsize car,34,4.0,1.8,fwd,gas,40,toyota,corolla le eco,a,2016
30,midsize car,33,4.0,1.8,fwd,gas,38,toyota,corolla le eco,a,2016
13,standard pickup truck,15,8.0,5.7,rwd,gas,18,toyota,tundra 2wd ffv,a,2016
13,standard pickup truck,15,8.0,5.7,rwd,gas,18,toyota,tundra 2wd,a,2016
15,standard pickup truck,17,8.0,4.6,rwd,gas,19,toyota,tundra 2wd,a,2016
13,standard pickup truck,15,8.0,5.7,4wd,gas,17,toyota,tundra 4wd ffv,a,2016
13,standard pickup truck,15,8.0,5.7,4wd,gas,17,toyota,tundra 4wd,a,2016
14,standard pickup truck,16,8.0,4.6,4wd,gas,18,toyota,tundra 4wd,a,2016
13,standard sport utility vehicle,15,8.0,5.7,rwd,gas,17,toyota,sequoia 2wd,a,2016
13,standard sport utility vehicle,15,8.0,5.7,4wd,gas,17,toyota,sequoia 4wd ffv,a,2016
13,standard sport utility vehicle,14,8.0,5.7,4wd,gas,17,toyota,sequoia 4wd,a,2016
43,midsize station wagon,41,4.0,1.8,fwd,gas,39,toyota,prius v,a,2016
17,standard sport utility vehicle,19,6.0,4.0,rwd,gas,22,toyota,4runner 2wd,a,2016
17,standard sport utility vehicle,18,6.0,4.0,4wd,gas,21,toyota,4runner 4wd,a,2016
17,standard sport utility vehicle,18,6.0,4.0,awd,gas,21,toyota,4runner 4wd,a,2016
19,small pickup truck,21,4.0,2.7,rwd,gas,23,toyota,tacoma 2wd,a,2016
19,small pickup truck,21,6.0,3.5,rwd,gas,24,toyota,tacoma 2wd,a,2016
19,small pickup truck,20,4.0,2.7,4wd,gas,22,toyota,tacoma 4wd,a,2016
19,small pickup truck,20,4.0,2.7,4wd,gas,21,toyota,tacoma 4wd,m,2016
18,small pickup truck,20,6.0,3.5,4wd,gas,23,toyota,tacoma 4wd,a,2016
17,small pickup truck,19,6.0,3.5,4wd,gas,21,toyota,tacoma 4wd,m,2016
17,small pickup truck,18,6.0,3.5,4wd,gas,20,toyota,tacoma 4wd double cab,m,2016
13,standard sport utility vehicle,15,8.0,5.7,4wd,gas,18,toyota,land cruiser wagon 4wd,a,2016
23,small sport utility vehicle,25,4.0,2.5,fwd,gas,29,toyota,rav4,a,2016
23,small sport utility vehicle,26,4.0,2.5,fwd,gas,30,toyota,rav4 le/xle,a,2016
22,small sport utility vehicle,25,4.0,2.5,awd,gas,28,toyota,rav4 awd,a,2016
22,small sport utility vehicle,24,4.0,2.5,awd,gas,28,toyota,rav4 limited awd/se awd,a,2016
53,compact car,50,4.0,1.5,fwd,gas,46,toyota,prius c,a,2016
40,midsize car,40,4.0,2.5,fwd,gas,39,toyota,avalon hybrid,a,2016
21,midsize car,24,6.0,3.5,fwd,gas,30,toyota,avalon,a,2016
34,small sport utility vehicle,32,4.0,2.5,awd,gas,30,toyota,rav4 hybrid awd,a,2016
20,small sport utility vehicle,22,4.0,2.7,fwd,gas,25,toyota,highlander 2wd,a,2016
19,small sport utility vehicle,21,6.0,3.5,fwd,gas,25,toyota,highlander 2wd,a,2016
18,standard sport utility vehicle,20,6.0,3.5,awd,gas,24,toyota,highlander awd,a,2016
27,standard sport utility vehicle,28,6.0,3.5,awd,gas,28,toyota,highlander hybrid awd,a,2016
28,standard sport utility vehicle,28,6.0,3.5,awd,gas,28,toyota,highlander hybrid awd le plus,a,2016
18,minivan,21,6.0,3.5,fwd,gas,25,toyota,sienna 2wd,a,2016
16,minivan,19,6.0,3.5,awd,gas,23,toyota,sienna awd,a,2016
54,midsize car,52,4.0,1.8,fwd,gas,50,toyota,prius,a,2016
58,midsize car,56,4.0,1.8,fwd,gas,53,toyota,prius eco,a,2016
43,midsize station wagon,41,4.0,1.8,fwd,gas,39,toyota,prius v,a,2017
21,minicompact car,24,4.0,2.0,rwd,gas,28,toyota,86,m,2017
24,minicompact car,27,4.0,2.0,rwd,gas,32,toyota,86,a,2017
21,midsize car,24,6.0,3.5,fwd,gas,30,toyota,camry,a,2017
24,midsize car,27,4.0,2.5,fwd,gas,33,toyota,camry,a,2017
42,midsize car,40,4.0,2.5,fwd,gas,38,toyota,camry hybrid le,a,2017
40,midsize car,38,4.0,2.5,fwd,gas,37,toyota,camry hybrid xle/se,a,2017
30,subcompact car,34,4.0,1.5,fwd,gas,39,toyota,yaris ia,m,2017
32,subcompact car,35,4.0,1.5,fwd,gas,40,toyota,yaris ia,a,2017
30,compact car,32,4.0,1.5,fwd,gas,35,toyota,yaris,a,2017
30,compact car,33,4.0,1.5,fwd,gas,36,toyota,yaris,m,2017
19,small pickup truck,21,6.0,3.5,rwd,gas,24,toyota,tacoma 2wd,a,2017
19,small pickup truck,21,4.0,2.7,rwd,gas,23,toyota,tacoma 2wd,a,2017
17,small pickup truck,18,6.0,3.5,4wd,gas,21,toyota,tacoma 4wd,m,2017
18,small pickup truck,20,6.0,3.5,4wd,gas,23,toyota,tacoma 4wd,a,2017
17,small pickup truck,18,6.0,3.5,4wd,gas,20,toyota,tacoma 4wd double cab off-road,m,2017
19,small pickup truck,20,4.0,2.7,4wd,gas,21,toyota,tacoma 4wd,m,2017
19,small pickup truck,20,4.0,2.7,4wd,gas,22,toyota,tacoma 4wd,a,2017
19,minivan,22,6.0,3.5,fwd,gas,27,toyota,sienna 2wd,a,2017
18,minivan,20,6.0,3.5,awd,gas,24,toyota,sienna awd,a,2017
54,midsize car,52,4.0,1.8,fwd,gas,50,toyota,prius,a,2017
58,midsize car,56,4.0,1.8,fwd,gas,53,toyota,prius eco,a,2017
23,small sport utility vehicle,25,4.0,2.5,fwd,gas,29,toyota,rav4,a,2017
23,small sport utility vehicle,26,4.0,2.5,fwd,gas,30,toyota,rav4 le/xle,a,2017
22,small sport utility vehicle,25,4.0,2.5,awd,gas,28,toyota,rav4 awd,a,2017
22,small sport utility vehicle,24,4.0,2.5,awd,gas,28,toyota,rav4 limited awd/se awd,a,2017
34,small sport utility vehicle,32,4.0,2.5,awd,gas,30,toyota,rav4 hybrid awd,a,2017
13,standard sport utility vehicle,15,8.0,5.7,4wd,gas,18,toyota,land cruiser wagon 4wd,a,2017
28,midsize car,31,4.0,1.8,fwd,gas,36,toyota,corolla im,a,2017
27,midsize car,30,4.0,1.8,fwd,gas,35,toyota,corolla im,m,2017
15,standard pickup truck,16,8.0,4.6,rwd,gas,19,toyota,tundra 2wd,a,2017
13,standard pickup truck,15,8.0,5.7,rwd,gas,18,toyota,tundra 2wd ffv,a,2017
13,standard pickup truck,15,8.0,5.7,rwd,gas,18,toyota,tundra 2wd,a,2017
14,standard pickup truck,16,8.0,4.6,4wd,gas,18,toyota,tundra 4wd,a,2017
13,standard pickup truck,15,8.0,5.7,4wd,gas,17,toyota,tundra 4wd ffv,a,2017
13,standard pickup truck,15,8.0,5.7,4wd,gas,17,toyota,tundra 4wd,a,2017
27,midsize car,30,4.0,1.8,fwd,gas,35,toyota,corolla,m,2017
28,midsize car,32,4.0,1.8,fwd,gas,36,toyota,corolla,a,2017
28,midsize car,31,4.0,1.8,fwd,gas,35,toyota,corolla,a,2017
30,midsize car,34,4.0,1.8,fwd,gas,40,toyota,corolla le eco,a,2017
29,midsize car,33,4.0,1.8,fwd,gas,38,toyota,corolla le eco,a,2017
13,standard sport utility vehicle,14,8.0,5.7,4wd,gas,17,toyota,sequoia 4wd ffv,a,2017
21,midsize car,24,6.0,3.5,fwd,gas,30,toyota,avalon,a,2017
40,midsize car,40,4.0,2.5,fwd,gas,39,toyota,avalon hybrid,a,2017
13,standard sport utility vehicle,15,8.0,5.7,rwd,gas,17,toyota,sequoia 2wd,a,2017
13,standard sport utility vehicle,14,8.0,5.7,4wd,gas,17,toyota,sequoia 4wd,a,2017
20,small sport utility vehicle,22,4.0,2.7,fwd,gas,24,toyota,highlander,a,2017
21,small sport utility vehicle,23,6.0,3.5,fwd,gas,27,toyota,highlander le/xle/se/ltd,a,2017
20,small sport utility vehicle,23,6.0,3.5,fwd,gas,27,toyota,highlander,a,2017
20,standard sport utility vehicle,22,6.0,3.5,awd,gas,26,toyota,highlander awd,a,2017
27,compact car,29,4.0,2.0,fwd,gas,31,toyota,c-hr,a,2018
30,compact car,32,4.0,1.5,fwd,gas,35,toyota,yaris,a,2018
30,compact car,33,4.0,1.5,fwd,gas,36,toyota,yaris,m,2018
40,midsize car,40,4.0,2.5,fwd,gas,39,toyota,avalon hybrid,a,2018
21,midsize car,24,6.0,3.5,fwd,gas,30,toyota,avalon,a,2018
29,midsize car,34,4.0,2.5,fwd,gas,41,toyota,camry,a,2018
22,midsize car,26,6.0,3.5,fwd,gas,33,toyota,camry,a,2018
22,midsize car,26,6.0,3.5,fwd,gas,32,toyota,camry xse,a,2018
28,midsize car,32,4.0,2.5,fwd,gas,39,toyota,camry le/se,a,2018
28,midsize car,32,4.0,2.5,fwd,gas,39,toyota,camry xle/xse,a,2018
51,midsize car,52,4.0,2.5,fwd,gas,53,toyota,camry hybrid le,a,2018
44,midsize car,46,4.0,2.5,fwd,gas,47,toyota,camry hybrid xle/se,a,2018
48,compact car,46,4.0,1.5,fwd,gas,43,toyota,prius c,a,2018
15,standard pickup truck,16,8.0,4.6,rwd,gas,19,toyota,tundra 2wd,a,2018
13,standard pickup truck,15,8.0,5.7,rwd,gas,18,toyota,tundra 2wd,a,2018
14,standard pickup truck,16,8.0,4.6,4wd,gas,18,toyota,tundra 4wd,a,2018
13,standard pickup truck,15,8.0,5.7,4wd,gas,17,toyota,tundra 4wd ffv,a,2018
13,standard pickup truck,14,8.0,5.7,4wd,gas,17,toyota,tundra 4wd,a,2018
13,standard sport utility vehicle,15,8.0,5.7,rwd,gas,17,toyota,sequoia 2wd,a,2018
13,standard sport utility vehicle,14,8.0,5.7,4wd,gas,17,toyota,sequoia 4wd ffv,a,2018
13,standard sport utility vehicle,14,8.0,5.7,4wd,gas,17,toyota,sequoia 4wd,a,2018
28,midsize car,32,4.0,1.8,fwd,gas,36,toyota,corolla,a,2018
28,midsize car,31,4.0,1.8,fwd,gas,35,toyota,corolla,a,2018
27,midsize car,30,4.0,1.8,fwd,gas,35,toyota,corolla,m,2018
30,midsize car,34,4.0,1.8,fwd,gas,40,toyota,corolla le eco,a,2018
29,midsize car,33,4.0,1.8,fwd,gas,38,toyota,corolla le eco,a,2018
28,midsize car,31,4.0,1.8,fwd,gas,36,toyota,corolla im,a,2018
27,midsize car,30,4.0,1.8,fwd,gas,35,toyota,corolla im,m,2018
23,small sport utility vehicle,25,4.0,2.5,fwd,gas,29,toyota,rav4,a,2018
23,small sport utility vehicle,26,4.0,2.5,fwd,gas,30,toyota,rav4 le/xle,a,2018
22,small sport utility vehicle,25,4.0,2.5,awd,gas,28,toyota,rav4 awd,a,2018
22,small sport utility vehicle,24,4.0,2.5,awd,gas,28,toyota,rav4 limited awd/se awd,a,2018
34,small sport utility vehicle,32,4.0,2.5,awd,gas,30,toyota,rav4 hybrid awd,a,2018
17,standard sport utility vehicle,18,6.0,4.0,rwd,gas,21,toyota,4runner 2wd,a,2018
17,standard sport utility vehicle,18,6.0,4.0,4wd,gas,20,toyota,4runner 4wd,a,2018
13,standard sport utility vehicle,15,8.0,5.7,4wd,gas,18,toyota,land cruiser wagon 4wd,a,2018
17,standard sport utility vehicle,18,6.0,4.0,awd,gas,20,toyota,4runner 4wd,a,2018
30,subcompact car,34,4.0,1.5,fwd,gas,39,toyota,yaris ia,m,2018
32,subcompact car,35,4.0,1.5,fwd,gas,40,toyota,yaris ia,a,2018
20,small sport utility vehicle,22,4.0,2.7,fwd,gas,24,toyota,highlander,a,2018
19,minivan,22,6.0,3.5,fwd,gas,27,toyota,sienna 2wd,a,2018
18,minivan,20,6.0,3.5,awd,gas,24,toyota,sienna awd,a,2018
21,small sport utility vehicle,23,6.0,3.5,fwd,gas,27,toyota,highlander le/xle/se/ltd,a,2018
20,small sport utility vehicle,23,6.0,3.5,fwd,gas,27,toyota,highlander,a,2018
19,standard sport utility vehicle,22,6.0,3.5,awd,gas,26,toyota,highlander awd,a,2018
20,standard sport utility vehicle,22,6.0,3.5,awd,gas,26,toyota,highlander awd,a,2018
20,standard sport utility vehicle,23,6.0,3.5,awd,gas,27,toyota,highlander awd le,a,2018
54,midsize car,52,4.0,1.8,fwd,gas,50,toyota,prius,a,2018
58,midsize car,56,4.0,1.8,fwd,gas,53,toyota,prius eco,a,2018
19,small pickup truck,21,6.0,3.5,rwd,gas,24,toyota,tacoma 2wd,a,2018
22,midsize car,25,6.0,3.5,fwd,gas,31,toyota,avalon,a,2019
22,midsize car,26,6.0,3.5,fwd,gas,32,toyota,avalon xle,a,2019
43,midsize car,43,4.0,2.5,fwd,gas,43,toyota,avalon hybrid,a,2019
43,midsize car,44,4.0,2.5,fwd,gas,44,toyota,avalon hybrid xle,a,2019
27,compact car,29,4.0,2.0,fwd,gas,31,toyota,c-hr,a,2019
28,midsize car,32,4.0,1.8,fwd,gas,36,toyota,corolla,a,2019
28,midsize car,31,4.0,1.8,fwd,gas,35,toyota,corolla,a,2019
27,midsize car,30,4.0,1.8,fwd,gas,35,toyota,corolla,m,2019
30,midsize car,34,4.0,1.8,fwd,gas,40,toyota,corolla le eco,a,2019
29,midsize car,33,4.0,1.8,fwd,gas,38,toyota,corolla le eco,a,2019
28,compact car,31,4.0,2.0,fwd,gas,37,toyota,corolla hatchback,m,2019
32,compact car,36,4.0,2.0,fwd,gas,42,toyota,corolla hatchback,a,2019
30,compact car,33,4.0,2.0,fwd,gas,38,toyota,corolla hatchback xse,a,2019
24,minicompact car,27,4.0,2.0,rwd,gas,32,toyota,86,a,2019
