city_mpg,class,combination_mpg,cylinders,displacement,drive,fuel_type,highway_mpg,make,model,transmission,year
11,van,13,8.0,4.8,rwd,gas,17,gmc,savana 2500 2wd (passenger),a,2013
13,van,14,8.0,5.3,rwd,gas,17,gmc,savana 1500 2wd (passenger),a,2013
13,van,14,8.0,5.3,awd,gas,17,gmc,savana 1500 awd (passenger),a,2013
15,standard sport utility vehicle,17,8.0,5.3,rwd,gas,21,gmc,yukon 1500 2wd,a,2013
15,standard sport utility vehicle,17,8.0,5.3,rwd,gas,21,gmc,yukon xl 1500 2wd,a,2013
14,standard sport utility vehicle,16,8.0,6.2,rwd,gas,18,gmc,yukon 1500 2wd,a,2013
14,standard sport utility vehicle,16,8.0,6.2,rwd,gas,18,gmc,yukon xl 1500 2wd,a,2013
10,standard sport utility vehicle,12,8.0,6.0,rwd,gas,16,gmc,yukon xl 2500 2wd,a,2013
15,standard sport utility vehicle,17,8.0,5.3,4wd,gas,21,gmc,yukon xl 1500 4wd,a,2013
15,standard sport utility vehicle,17,8.0,5.3,4wd,gas,21,gmc,yukon 1500 4wd,a,2013
13,standard sport utility vehicle,15,8.0,6.2,awd,gas,18,gmc,yukon denali 1500 awd,a,2013
12,standard pickup truck,14,8.0,6.2,awd,gas,18,gmc,sierra k15 awd,a,2013
10,van,12,8.0,6.0,rwd,gas,15,gmc,savana 2500 2wd conversion (cargo),a,2013
11,van,13,8.0,4.8,rwd,gas,17,gmc,savana 3500 2wd (passenger),a,2013
11,van,13,8.0,6.0,rwd,gas,16,gmc,savana 2500 2wd (passenger),a,2013
11,van,12,8.0,6.0,rwd,gas,16,gmc,savana 3500 2wd (passenger),a,2013
13,standard sport utility vehicle,14,8.0,6.2,awd,gas,18,gmc,yukon xl 1500 awd,a,2013
10,standard sport utility vehicle,12,8.0,6.0,4wd,gas,16,gmc,yukon xl 2500 4wd,a,2013
20,standard pickup truck,21,8.0,6.0,rwd,gas,23,gmc,sierra 15 hybrid 2wd,a,2013
20,standard pickup truck,21,8.0,6.0,4wd,gas,23,gmc,sierra 15 hybrid 4wd,a,2013
20,small sport utility vehicle,23,4.0,2.4,awd,gas,28,gmc,terrain awd,a,2013
20,small sport utility vehicle,23,4.0,2.4,awd,gas,28,gmc,terrain awd,a,2013
20,standard sport utility vehicle,21,8.0,6.0,rwd,gas,23,gmc,yukon 1500 hybrid 2wd,a,2013
20,standard sport utility vehicle,21,8.0,6.0,4wd,gas,23,gmc,yukon 1500 hybrid 4wd,a,2013
20,standard sport utility vehicle,21,8.0,6.0,4wd,gas,23,gmc,yukon denali 1500 hybrid 4wd,a,2013
22,small sport utility vehicle,26,4.0,2.4,fwd,gas,31,gmc,terrain fwd,a,2013
17,small sport utility vehicle,20,6.0,3.6,fwd,gas,24,gmc,terrain fwd,a,2013
22,small sport utility vehicle,26,4.0,2.4,fwd,gas,31,gmc,terrain fwd,a,2013
17,small sport utility vehicle,20,6.0,3.6,fwd,gas,24,gmc,terrain fwd,a,2013
17,standard sport utility vehicle,19,6.0,3.6,fwd,gas,24,gmc,acadia fwd,a,2013
16,standard sport utility vehicle,18,6.0,3.6,awd,gas,23,gmc,acadia awd,a,2013
16,small sport utility vehicle,19,6.0,3.6,awd,gas,23,gmc,terrain awd,a,2013
16,small sport utility vehicle,19,6.0,3.6,awd,gas,23,gmc,terrain awd,a,2013
16,standard pickup truck,19,8.0,5.3,rwd,gas,23,gmc,sierra c15 2wd,a,2014
16,standard pickup truck,18,8.0,5.3,4wd,gas,22,gmc,sierra k15 4wd,a,2014
14,van,16,6.0,4.3,rwd,gas,19,gmc,savana 1500 2wd (cargo),a,2014
13,van,15,8.0,5.3,rwd,gas,18,gmc,savana 1500 2wd (cargo),a,2014
13,van,14,8.0,5.3,rwd,gas,17,gmc,savana 1500 2wd conversion (cargo),a,2014
13,van,14,8.0,5.3,awd,gas,17,gmc,savana 1500  awd (cargo),a,2014
13,van,14,8.0,5.3,awd,gas,17,gmc,savana 1500  awd conversion (cargo),a,2014
10,van,12,8.0,6.0,rwd,gas,15,gmc,savana 2500 2wd conversion (cargo),a,2014
13,van,14,8.0,5.3,rwd,gas,17,gmc,savana 1500 2wd (passenger),a,2014
13,van,14,8.0,5.3,awd,gas,17,gmc,savana 1500 awd (passenger),a,2014
11,van,13,8.0,4.8,rwd,gas,17,gmc,savana 2500 2wd (passenger),a,2014
11,van,13,8.0,4.8,rwd,gas,17,gmc,savana 3500 2wd (passenger),a,2014
11,van,13,8.0,6.0,rwd,gas,16,gmc,savana 2500 2wd (passenger),a,2014
11,van,12,8.0,6.0,rwd,gas,16,gmc,savana 3500 2wd (passenger),a,2014
17,standard sport utility vehicle,19,6.0,3.6,fwd,gas,24,gmc,acadia fwd,a,2014
15,standard sport utility vehicle,17,8.0,5.3,rwd,gas,21,gmc,yukon c10 2wd,a,2014
15,standard sport utility vehicle,17,8.0,5.3,rwd,gas,21,gmc,yukon xl c10 2wd,a,2014
16,standard sport utility vehicle,18,6.0,3.6,awd,gas,23,gmc,acadia awd,a,2014
17,small sport utility vehicle,19,6.0,3.6,fwd,gas,24,gmc,terrain fwd,a,2014
22,small sport utility vehicle,26,4.0,2.4,fwd,gas,31,gmc,terrain fwd,a,2014
17,small sport utility vehicle,20,6.0,3.6,fwd,gas,24,gmc,terrain fwd,a,2014
16,small sport utility vehicle,19,6.0,3.6,awd,gas,23,gmc,terrain awd,a,2014
20,small sport utility vehicle,23,4.0,2.4,awd,gas,28,gmc,terrain awd,a,2014
20,small sport utility vehicle,23,4.0,2.4,awd,gas,28,gmc,terrain awd,a,2014
14,standard sport utility vehicle,16,8.0,6.2,rwd,gas,18,gmc,yukon c10 2wd,a,2014
14,standard sport utility vehicle,16,8.0,6.2,rwd,gas,18,gmc,yukon xl c10 2wd,a,2014
15,standard sport utility vehicle,17,8.0,5.3,4wd,gas,21,gmc,yukon xl k10 4wd,a,2014
15,standard sport utility vehicle,17,8.0,5.3,4wd,gas,21,gmc,yukon k10 4wd,a,2014
13,standard sport utility vehicle,15,8.0,6.2,awd,gas,18,gmc,yukon denali k10 awd,a,2014
13,standard sport utility vehicle,14,8.0,6.2,awd,gas,18,gmc,yukon xl k10 awd,a,2014
16,small sport utility vehicle,19,6.0,3.6,awd,gas,23,gmc,terrain awd,a,2014
18,standard pickup truck,20,6.0,4.3,rwd,gas,23,gmc,sierra c15 2wd,a,2014
17,standard pickup truck,19,6.0,4.3,4wd,gas,22,gmc,sierra k15 4wd,a,2014
22,small sport utility vehicle,26,4.0,2.4,fwd,gas,31,gmc,terrain fwd,a,2014
15,standard pickup truck,17,8.0,6.2,rwd,gas,21,gmc,sierra c15 2wd,a,2014
14,standard pickup truck,17,8.0,6.2,4wd,gas,20,gmc,sierra k15 4wd,a,2014
16,standard pickup truck,19,8.0,5.3,rwd,gas,23,gmc,sierra c15 2wd,a,2015
16,standard pickup truck,18,8.0,5.3,4wd,gas,22,gmc,sierra k15 4wd,a,2015
15,standard sport utility vehicle,17,8.0,6.2,rwd,gas,21,gmc,yukon c1500 2wd,a,2015
15,standard sport utility vehicle,17,8.0,6.2,rwd,gas,21,gmc,yukon c1500 xl 2wd,a,2015
16,standard sport utility vehicle,18,8.0,5.3,rwd,gas,23,gmc,yukon c1500 2wd,a,2015
16,standard sport utility vehicle,18,8.0,5.3,rwd,gas,23,gmc,yukon c1500 xl 2wd,a,2015
14,standard sport utility vehicle,16,8.0,6.2,4wd,gas,20,gmc,yukon k1500 xl 4wd,a,2015
14,standard sport utility vehicle,16,8.0,6.2,4wd,gas,21,gmc,yukon k1500 4wd,a,2015
15,standard sport utility vehicle,18,8.0,5.3,4wd,gas,22,gmc,yukon k1500 xl 4wd,a,2015
16,standard sport utility vehicle,18,8.0,5.3,4wd,gas,22,gmc,yukon k1500 4wd,a,2015
16,standard sport utility vehicle,18,8.0,5.3,rwd,gas,23,gmc,yukon c1500 2wd,a,2015
16,standard sport utility vehicle,18,8.0,5.3,rwd,gas,23,gmc,yukon c1500 xl 2wd,a,2015
15,standard sport utility vehicle,18,8.0,5.3,4wd,gas,22,gmc,yukon k1500 xl 4wd,a,2015
16,standard sport utility vehicle,18,8.0,5.3,4wd,gas,22,gmc,yukon k1500 4wd,a,2015
22,small sport utility vehicle,26,4.0,2.4,fwd,gas,31,gmc,terrain fwd,a,2015
17,small sport utility vehicle,19,6.0,3.6,fwd,gas,24,gmc,terrain fwd,a,2015
22,small sport utility vehicle,26,4.0,2.4,fwd,gas,31,gmc,terrain fwd,a,2015
16,small sport utility vehicle,19,6.0,3.6,awd,gas,23,gmc,terrain awd,a,2015
20,small sport utility vehicle,23,4.0,2.4,awd,gas,28,gmc,terrain awd,a,2015
17,standard sport utility vehicle,19,6.0,3.6,fwd,gas,24,gmc,acadia fwd,a,2015
16,standard sport utility vehicle,19,6.0,3.6,awd,gas,23,gmc,acadia awd,a,2015
10,van,12,8.0,6.0,rwd,gas,15,gmc,savana 2500 2wd conversion (cargo),a,2015
10,van,12,8.0,6.0,rwd,gas,15,gmc,savana 2500 2wd conversion (cargo),a,2015
11,van,13,8.0,6.0,rwd,gas,16,gmc,savana 2500 2wd (passenger),a,2015
11,van,12,8.0,6.0,rwd,gas,16,gmc,savana 3500 2wd (passenger),a,2015
11,van,13,8.0,4.8,rwd,gas,17,gmc,savana 2500 2wd (passenger),a,2015
11,van,13,8.0,4.8,rwd,gas,17,gmc,savana 3500 2wd (passenger),a,2015
11,van,13,8.0,6.0,rwd,gas,16,gmc,savana 2500 2wd (passenger),a,2015
11,van,13,8.0,6.0,rwd,gas,16,gmc,savana 3500 2wd (passenger),a,2015
16,standard pickup truck,19,8.0,5.3,rwd,gas,23,gmc,sierra c15 2wd,a,2015
18,standard pickup truck,20,6.0,4.3,rwd,gas,24,gmc,sierra c15 2wd,a,2015
16,standard pickup truck,18,8.0,5.3,4wd,gas,22,gmc,sierra k15 4wd,a,2015
17,standard pickup truck,19,6.0,4.3,4wd,gas,22,gmc,sierra k15 4wd,a,2015
15,special purpose vehicle,17,8.0,5.3,rwd,gas,20,gmc,sierra c15 cab chassis 2wd,a,2015
15,special purpose vehicle,17,8.0,5.3,rwd,gas,20,gmc,sierra c15 cab chassis 2wd,a,2015
16,special purpose vehicle,18,6.0,4.3,rwd,gas,21,gmc,sierra c15 cab chassis 2wd,a,2015
15,special purpose vehicle,17,8.0,5.3,4wd,gas,19,gmc,sierra k15 cab chassis 4wd,a,2015
15,special purpose vehicle,17,8.0,5.3,4wd,gas,19,gmc,sierra k15 cab chassis 4wd,a,2015
16,special purpose vehicle,18,6.0,4.3,4wd,gas,20,gmc,sierra k15 cab chassis 4wd,a,2015
18,small pickup truck,21,6.0,3.6,rwd,gas,25,gmc,canyon 2wd,a,2015
17,small pickup truck,20,6.0,3.6,4wd,gas,24,gmc,canyon 4wd,a,2015
15,special purpose vehicle,16,6.0,3.6,rwd,gas,18,gmc,canyon cab chassis 2wd,a,2015
19,small pickup truck,22,4.0,2.5,rwd,gas,25,gmc,canyon 2wd,m,2015
20,small pickup truck,22,4.0,2.5,rwd,gas,26,gmc,canyon 2wd,a,2015
19,small pickup truck,21,4.0,2.5,4wd,gas,24,gmc,canyon 4wd,a,2015
15,standard pickup truck,17,8.0,6.2,rwd,gas,21,gmc,sierra c15 2wd,a,2015
15,standard pickup truck,17,8.0,6.2,4wd,gas,21,gmc,sierra k15 4wd,a,2015
15,standard sport utility vehicle,17,8.0,6.2,rwd,gas,22,gmc,yukon c1500 2wd,a,2015
15,standard sport utility vehicle,17,8.0,6.2,rwd,gas,22,gmc,yukon c1500 xl 2wd,a,2015
14,standard sport utility vehicle,17,8.0,6.2,4wd,gas,20,gmc,yukon k1500 xl 4wd,a,2015
20,small sport utility vehicle,23,4.0,2.4,awd,gas,28,gmc,terrain awd,a,2016
15,standard sport utility vehicle,18,6.0,3.6,fwd,gas,22,gmc,acadia fwd,a,2016
15,standard sport utility vehicle,17,6.0,3.6,awd,gas,22,gmc,acadia awd,a,2016
22,small sport utility vehicle,26,4.0,2.4,fwd,gas,31,gmc,terrain fwd,a,2016
22,small sport utility vehicle,26,4.0,2.4,fwd,gas,31,gmc,terrain fwd,a,2016
16,small sport utility vehicle,18,6.0,3.6,awd,gas,23,gmc,terrain awd,a,2016
19,small pickup truck,22,4.0,2.5,rwd,gas,26,gmc,canyon 2wd,m,2016
20,small pickup truck,22,4.0,2.5,rwd,gas,26,gmc,canyon 2wd,a,2016
18,small pickup truck,21,6.0,3.6,rwd,gas,25,gmc,canyon 2wd,a,2016
15,special purpose vehicle,16,6.0,3.6,rwd,gas,17,gmc,canyon cab chassis 2wd,a,2016
17,small sport utility vehicle,20,6.0,3.6,fwd,gas,24,gmc,terrain fwd,a,2016
19,small pickup truck,21,4.0,2.5,4wd,gas,24,gmc,canyon 4wd,a,2016
17,small pickup truck,20,6.0,3.6,4wd,gas,24,gmc,canyon 4wd,a,2016
16,standard sport utility vehicle,18,8.0,5.3,rwd,gas,23,gmc,yukon c1500 2wd,a,2016
16,standard sport utility vehicle,18,8.0,5.3,rwd,gas,23,gmc,yukon c1500 xl 2wd,a,2016
16,standard sport utility vehicle,19,8.0,5.3,rwd,gas,23,gmc,yukon c1500 2wd,a,2016
16,standard sport utility vehicle,19,8.0,5.3,rwd,gas,23,gmc,yukon c1500 xl 2wd,a,2016
15,standard sport utility vehicle,18,8.0,5.3,4wd,gas,22,gmc,yukon k1500 xl 4wd,a,2016
16,standard sport utility vehicle,18,8.0,5.3,4wd,gas,22,gmc,yukon k1500 4wd,a,2016
15,standard sport utility vehicle,18,8.0,5.3,4wd,gas,22,gmc,yukon k1500 xl 4wd,a,2016
16,standard sport utility vehicle,18,8.0,5.3,4wd,gas,22,gmc,yukon k1500 4wd,a,2016
15,standard sport utility vehicle,17,8.0,6.2,rwd,gas,22,gmc,yukon c1500 2wd,a,2016
15,standard sport utility vehicle,17,8.0,6.2,rwd,gas,22,gmc,yukon c1500 xl 2wd,a,2016
14,standard sport utility vehicle,17,8.0,6.2,4wd,gas,20,gmc,yukon k1500 xl 4wd,a,2016
15,standard sport utility vehicle,17,8.0,6.2,4wd,gas,21,gmc,yukon k1500 4wd,a,2016
15,special purpose vehicle,17,8.0,5.3,rwd,gas,20,gmc,sierra c15 cab chassis 2wd,a,2016
16,standard pickup truck,19,8.0,5.3,rwd,gas,23,gmc,sierra c15 2wd,a,2016
18,standard pickup truck,20,6.0,4.3,rwd,gas,23,gmc,sierra c15 2wd,a,2016
16,standard pickup truck,19,8.0,5.3,rwd,gas,23,gmc,sierra c15 2wd,a,2016
16,standard pickup truck,18,8.0,5.3,rwd,gas,22,gmc,sierra c15 2wd,a,2016
15,standard pickup truck,17,8.0,6.2,rwd,gas,21,gmc,sierra c15 2wd,a,2016
16,standard pickup truck,18,8.0,5.3,4wd,gas,22,gmc,sierra k15 4wd,a,2016
17,standard pickup truck,19,6.0,4.3,4wd,gas,22,gmc,sierra k15 4wd,a,2016
15,standard pickup truck,17,8.0,5.3,4wd,gas,21,gmc,sierra k15 4wd,a,2016
16,standard pickup truck,18,8.0,5.3,4wd,gas,22,gmc,sierra k15 4wd,a,2016
15,special purpose vehicle,17,8.0,5.3,4wd,gas,19,gmc,sierra k15 cab chassis 4wd,a,2016
15,standard pickup truck,17,8.0,6.2,4wd,gas,21,gmc,sierra k15 4wd,a,2016
22,small pickup truck,25,4.0,2.8,rwd,diesel,30,gmc,canyon 2wd,a,2016
20,small pickup truck,23,4.0,2.8,4wd,diesel,28,gmc,canyon 4wd,a,2016
11,van,13,8.0,6.0,rwd,gas,16,gmc,savana 2500 2wd (passenger),a,2016
11,van,12,8.0,6.0,rwd,gas,16,gmc,savana 3500 2wd (passenger),a,2016
18,standard pickup truck,20,8.0,5.3,rwd,gas,24,gmc,sierra 15 hybrid 2wd,a,2016
16,standard pickup truck,18,8.0,5.3,4wd,gas,21,gmc,sierra 15 hybrid 4wd,a,2016
21,standard sport utility vehicle,23,4.0,2.5,fwd,gas,26,gmc,acadia fwd,a,2017
18,standard sport utility vehicle,21,6.0,3.6,fwd,gas,25,gmc,acadia fwd,a,2017
21,standard sport utility vehicle,23,4.0,2.5,awd,gas,25,gmc,acadia awd,a,2017
18,standard sport utility vehicle,20,6.0,3.6,awd,gas,25,gmc,acadia awd,a,2017
20,small sport utility vehicle,23,4.0,2.4,awd,gas,28,gmc,terrain awd,a,2017
21,small sport utility vehicle,25,4.0,2.4,fwd,gas,31,gmc,terrain fwd,a,2017
17,small sport utility vehicle,20,6.0,3.6,fwd,gas,24,gmc,terrain fwd,a,2017
21,small sport utility vehicle,25,4.0,2.4,fwd,gas,31,gmc,terrain fwd,a,2017
16,small sport utility vehicle,18,6.0,3.6,awd,gas,23,gmc,terrain awd,a,2017
15,standard sport utility vehicle,18,6.0,3.6,fwd,gas,22,gmc,acadia limited fwd,a,2017
15,standard sport utility vehicle,17,6.0,3.6,awd,gas,22,gmc,acadia limited awd,a,2017
18,standard pickup truck,20,8.0,5.3,rwd,gas,24,gmc,sierra 15 hybrid 2wd,a,2017
15,standard pickup truck,17,8.0,6.2,rwd,gas,21,gmc,sierra c15 2wd,a,2017
16,standard pickup truck,19,8.0,5.3,rwd,gas,23,gmc,sierra c15 2wd,a,2017
18,standard pickup truck,20,6.0,4.3,rwd,gas,24,gmc,sierra c15 2wd,a,2017
16,standard pickup truck,19,8.0,5.3,rwd,gas,23,gmc,sierra c15 2wd,a,2017
16,standard pickup truck,18,8.0,5.3,4wd,gas,21,gmc,sierra 15 hybrid 4wd,a,2017
15,standard pickup truck,17,8.0,6.2,4wd,gas,20,gmc,sierra k15 4wd,a,2017
15,standard pickup truck,17,8.0,5.3,4wd,gas,20,gmc,sierra k15 4wd,a,2017
16,standard pickup truck,18,8.0,5.3,4wd,gas,22,gmc,sierra k15 4wd,a,2017
16,standard pickup truck,18,8.0,5.3,4wd,gas,22,gmc,sierra k15 4wd,a,2017
17,standard pickup truck,19,6.0,4.3,4wd,gas,22,gmc,sierra k15 4wd,a,2017
11,van,13,8.0,6.0,rwd,gas,16,gmc,savana 2500 2wd (passenger),a,2017
11,van,12,8.0,6.0,rwd,gas,16,gmc,savana 3500 2wd (passenger),a,2017
15,special purpose vehicle,17,8.0,5.3,4wd,gas,19,gmc,sierra k15 cab chassis 4wd,a,2017
15,special purpose vehicle,17,8.0,5.3,rwd,gas,20,gmc,sierra c15 cab chassis 2wd,a,2017
15,standard sport utility vehicle,17,8.0,6.2,rwd,gas,22,gmc,yukon c1500 2wd,a,2017
15,standard sport utility vehicle,17,8.0,6.2,rwd,gas,22,gmc,yukon c1500 xl 2wd,a,2017
16,standard sport utility vehicle,19,8.0,5.3,rwd,gas,23,gmc,yukon c1500 2wd,a,2017
16,standard sport utility vehicle,19,8.0,5.3,rwd,gas,23,gmc,yukon c1500 xl 2wd,a,2017
16,standard sport utility vehicle,19,8.0,5.3,rwd,gas,23,gmc,yukon c1500 2wd,a,2017
16,standard sport utility vehicle,19,8.0,5.3,rwd,gas,23,gmc,yukon c1500 xl 2wd,a,2017
14,standard sport utility vehicle,16,8.0,6.2,4wd,gas,20,gmc,yukon k1500 xl 4wd,a,2017
15,standard sport utility vehicle,17,8.0,6.2,4wd,gas,20,gmc,yukon k1500 4wd,a,2017
15,standard sport utility vehicle,18,8.0,5.3,4wd,gas,22,gmc,yukon k1500 xl 4wd,a,2017
16,standard sport utility vehicle,18,8.0,5.3,4wd,gas,22,gmc,yukon k1500 4wd,a,2017
15,standard sport utility vehicle,18,8.0,5.3,4wd,gas,22,gmc,yukon k1500 xl 4wd,a,2017
16,standard sport utility vehicle,18,8.0,5.3,4wd,gas,22,gmc,yukon k1500 4wd,a,2017
16,standard pickup truck,18,8.0,5.3,rwd,gas,22,gmc,sierra c15 2wd,a,2017
19,small pickup truck,22,4.0,2.5,rwd,gas,26,gmc,canyon 2wd,m,2017
20,small pickup truck,22,4.0,2.5,rwd,gas,26,gmc,canyon 2wd,a,2017
22,small pickup truck,25,4.0,2.8,rwd,diesel,30,gmc,canyon 2wd,a,2017
18,small pickup truck,20,6.0,3.6,rwd,gas,25,gmc,canyon 2wd,a,2017
19,small pickup truck,21,4.0,2.5,4wd,gas,24,gmc,canyon 4wd,a,2017
17,small pickup truck,19,6.0,3.6,4wd,gas,24,gmc,canyon 4wd,a,2017
20,small pickup truck,23,4.0,2.8,4wd,diesel,28,gmc,canyon 4wd,a,2017
15,special purpose vehicle,15,6.0,3.6,rwd,gas,15,gmc,canyon cab chassis 2wd,a,2017
22,small sport utility vehicle,24,4.0,2.0,fwd,gas,28,gmc,terrain fwd,a,2018
21,small sport utility vehicle,23,4.0,2.0,awd,gas,26,gmc,terrain awd,a,2018
18,standard pickup truck,20,8.0,5.3,rwd,gas,24,gmc,sierra 15 hybrid 2wd,a,2018
18,standard pickup truck,20,6.0,4.3,rwd,gas,24,gmc,sierra c15 2wd,a,2018
16,standard pickup truck,18,8.0,5.3,4wd,gas,21,gmc,sierra 15 hybrid 4wd,a,2018
17,standard pickup truck,19,6.0,4.3,4wd,gas,22,gmc,sierra k15 4wd,a,2018
21,standard sport utility vehicle,23,4.0,2.5,fwd,gas,26,gmc,acadia fwd,a,2018
18,standard sport utility vehicle,21,6.0,3.6,fwd,gas,25,gmc,acadia fwd,a,2018
21,standard sport utility vehicle,23,4.0,2.5,awd,gas,25,gmc,acadia awd,a,2018
17,standard sport utility vehicle,20,6.0,3.6,awd,gas,25,gmc,acadia awd,a,2018
16,standard pickup truck,18,8.0,5.3,rwd,gas,22,gmc,sierra c15 2wd,a,2018
16,standard pickup truck,19,8.0,5.3,rwd,gas,23,gmc,sierra c15 2wd,a,2018
16,standard pickup truck,19,8.0,5.3,rwd,gas,23,gmc,sierra c15 2wd,a,2018
15,standard pickup truck,17,8.0,6.2,rwd,gas,21,gmc,sierra c15 2wd,a,2018
15,standard pickup truck,17,8.0,6.2,4wd,gas,20,gmc,sierra k15 4wd,a,2018
15,standard pickup truck,17,8.0,5.3,4wd,gas,20,gmc,sierra k15 4wd,a,2018
15,special purpose vehicle,17,8.0,5.3,rwd,gas,20,gmc,sierra c15 cab chassis 2wd,a,2018
15,special purpose vehicle,17,8.0,5.3,4wd,gas,19,gmc,sierra k15 cab chassis 4wd,a,2018
14,standard sport utility vehicle,17,8.0,6.2,rwd,gas,23,gmc,yukon c1500 2wd,a,2018
14,standard sport utility vehicle,17,8.0,6.2,rwd,gas,23,gmc,yukon c1500 xl 2wd,a,2018
16,standard sport utility vehicle,19,8.0,5.3,rwd,gas,23,gmc,yukon c1500 2wd,a,2018
16,standard sport utility vehicle,19,8.0,5.3,rwd,gas,23,gmc,yukon c1500 xl 2wd,a,2018
16,standard sport utility vehicle,19,8.0,5.3,rwd,gas,23,gmc,yukon c1500 2wd,a,2018
16,standard sport utility vehicle,19,8.0,5.3,rwd,gas,23,gmc,yukon c1500 xl 2wd,a,2018
14,standard sport utility vehicle,16,8.0,6.2,4wd,gas,21,gmc,yukon k1500 xl 4wd,a,2018
14,standard sport utility vehicle,17,8.0,6.2,4wd,gas,22,gmc,yukon k1500 4wd,a,2018
15,standard sport utility vehicle,18,8.0,5.3,4wd,gas,22,gmc,yukon k1500 xl 4wd,a,2018
16,standard sport utility vehicle,18,8.0,5.3,4wd,gas,22,gmc,yukon k1500 4wd,a,2018
15,standard sport utility vehicle,18,8.0,5.3,4wd,gas,22,gmc,yukon k1500 xl 4wd,a,2018
16,standard sport utility vehicle,18,8.0,5.3,4wd,gas,22,gmc,yukon k1500 4wd,a,2018
20,small pickup truck,22,4.0,2.5,rwd,gas,26,gmc,canyon 2wd,a,2018
20,small pickup truck,22,4.0,2.5,rwd,gas,26,gmc,canyon 2wd,m,2018
22,small pickup truck,25,4.0,2.8,rwd,diesel,30,gmc,canyon 2wd,a,2018
18,small pickup truck,20,6.0,3.6,rwd,gas,25,gmc,canyon 2wd,a,2018
19,small pickup truck,21,4.0,2.5,4wd,gas,24,gmc,canyon 4wd,a,2018
20,small pickup truck,23,4.0,2.8,4wd,diesel,28,gmc,canyon 4wd,a,2018
17,small pickup truck,19,6.0,3.6,4wd,gas,24,gmc,canyon 4wd,a,2018
15,special purpose vehicle,15,6.0,3.6,rwd,gas,15,gmc,canyon cab chassis 2wd,a,2018
24,small sport utility vehicle,26,4.0,1.5,awd,gas,28,gmc,terrain awd,a,2018
26,small sport utility vehicle,28,4.0,1.5,fwd,gas,30,gmc,terrain fwd,a,2018
28,small sport utility vehicle,32,4.0,1.6,fwd,diesel,39,gmc,terrain fwd,a,2018
28,small sport utility vehicle,32,4.0,1.6,awd,diesel,38,gmc,terrain awd,a,2018
16,standard pickup truck,18,8.0,5.3,4wd,gas,22,gmc,sierra k15 4wd,a,2018
16,standard pickup truck,18,8.0,5.3,4wd,gas,22,gmc,sierra k15 4wd,a,2018
15,standard pickup truck,17,8.0,5.3,rwd,gas,22,gmc,sierra ltd c15 2wd,a,2019
15,standard pickup truck,17,8.0,5.3,4wd,gas,21,gmc,sierra ltd k15 4wd,a,2019
22,small sport utility vehicle,24,4.0,2.0,fwd,gas,28,gmc,terrain fwd,a,2019
26,small sport utility vehicle,28,4.0,1.5,fwd,gas,30,gmc,terrain fwd,a,2019
24,small sport utility vehicle,26,4.0,1.5,awd,gas,28,gmc,terrain awd,a,2019
21,small sport utility vehicle,23,4.0,2.0,awd,gas,26,gmc,terrain awd,a,2019
28,small sport utility vehicle,32,4.0,1.6,awd,diesel,38,gmc,terrain awd,a,2019
15,standard sport utility vehicle,18,8.0,5.3,rwd,gas,22,gmc,yukon c1500 2wd,a,2019
15,standard sport utility vehicle,18,8.0,5.3,rwd,gas,22,gmc,yukon c1500 xl 2wd,a,2019
15,standard sport utility vehicle,18,8.0,5.3,rwd,gas,22,gmc,yukon c1500 2wd,a,2019
15,standard sport utility vehicle,18,8.0,5.3,rwd,gas,22,gmc,yukon c1500 xl 2wd,a,2019
21,standard sport utility vehicle,23,4.0,2.5,fwd,gas,26,gmc,acadia fwd,a,2019
14,standard sport utility vehicle,16,8.0,5.3,4wd,gas,21,gmc,yukon k1500 xl 4wd,a,2019
15,standard sport utility vehicle,17,8.0,5.3,4wd,gas,21,gmc,yukon k1500 4wd,a,2019
14,standard sport utility vehicle,16,8.0,5.3,4wd,gas,21,gmc,yukon k1500 xl 4wd,a,2019
15,standard sport utility vehicle,17,8.0,5.3,4wd,gas,21,gmc,yukon k1500 4wd,a,2019
14,standard sport utility vehicle,16,8.0,6.2,4wd,gas,20,gmc,yukon k1500 xl 4wd,a,2019
14,standard sport utility vehicle,17,8.0,6.2,4wd,gas,22,gmc,yukon k1500 4wd,a,2019
21,standard sport utility vehicle,22,4.0,2.5,awd,gas,25,gmc,acadia awd,a,2019
18,standard sport utility vehicle,21,6.0,3.6,fwd,gas,25,gmc,acadia fwd,a,2019
17,standard sport utility vehicle,20,6.0,3.6,awd,gas,25,gmc,acadia awd,a,2019
28,small sport utility vehicle,32,4.0,1.6,fwd,diesel,39,gmc,terrain fwd,a,2019
20,small pickup truck,22,4.0,2.5,rwd,gas,26,gmc,canyon 2wd,a,2019
20,small pickup truck,22,4.0,2.5,rwd,gas,26,gmc,canyon 2wd,m,2019
19,small pickup truck,21,4.0,2.5,4wd,gas,24,gmc,canyon 4wd,a,2019
15,standard pickup truck,17,8.0,5.3,4wd,gas,21,gmc,sierra k10 4wd,a,2019
15,standard pickup truck,17,8.0,6.2,4wd,gas,20,gmc,sierra k10 4wd,a,2019
15,standard pickup truck,17,8.0,6.2,4wd,gas,19,gmc,sierra k10 4wd at4,a,2019
15,standard pickup truck,17,8.0,5.3,4wd,gas,20,gmc,sierra k10 4wd at4,a,2019
20,small pickup truck,23,4.0,2.8,rwd,diesel,30,gmc,canyon 2wd,a,2019
